text,type,label,source
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,sms,phishing,real
"Cher client, Votre carte sera debitee de 89.99 EUR. Annulez ici: https://cihbank-login.online/login/verify",email,phishing,synthetic
"Bonjour, تنبيه: تم تعليق حسابك في CIH Bank. تحقق من هويتك هنا: http://amaz0n-verify.net",email,phishing,synthetic
"Cher client, Votre carte sera debitee de 89.99 EUR. Annulez ici: http://laposte-colis.info/secure/update",email,phishing,synthetic
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",sms,phishing,real
Anything lor... U decide...,sms,legitimate,real
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,sms,legitimate,real
"Bonjour, Votre carte sera debitee de 89.99 EUR. Annulez ici: http://secure-orange-fr.com",email,phishing,synthetic
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...",sms,legitimate,real
Dernier avertissement: mettez a jour vos infos Free ou perte du compte: http://192.168.43.12/secure/update,sms,phishing,synthetic
Click to avoid account closure CIH Bank: https://paypa1-secure.com,sms,phishing,synthetic
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",sms,phishing,real
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",sms,legitimate,real
Refund of 250 EUR pending from La Poste. Claim within 12h: http://laposte-colis.info/unlock?id=8821,sms,phishing,synthetic
"Cher client, Dernier avertissement: mettez a jour vos infos Orange ou perte du compte: http://amaz0n-verify.net/unlock?id=8821",email,phishing,synthetic
https://google.com/fr,url,legitimate,synthetic
"Uncle G, just checking up on you. Do have a rewarding month",sms,legitimate,real
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,sms,phishing,real
08714712388 between 10am-7pm Cost 10p,sms,phishing,real
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,sms,legitimate,real
"Bonjour, Refund of 250 EUR pending from Free. Claim within 12h: https://amaz0n-verify.net/webscr?cmd=login",email,phishing,synthetic
This phone has the weirdest auto correct.,sms,legitimate,real
تنبيه: تم تعليق حسابك في La Poste. تحقق من هويتك هنا: http://192.168.43.12/billing/reactivate,sms,phishing,synthetic
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!",sms,legitimate,real
"Cher client, Dernier avertissement: mettez a jour vos infos Netflix ou perte du compte: http://apple-id-locked.co/webscr?cmd=login",email,phishing,synthetic
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),sms,phishing,real
Whatsup there. Dont u want to sleep,sms,legitimate,real
"Dear customer, Your Orange account is locked. Confirm your identity now: https://netflix-billing.support/secure/update",email,phishing,synthetic
Votre colis est bloque. Payez les frais de douane: https://apple-id-locked.co/login/verify,sms,phishing,synthetic
Well i will watch shrek in 3D!!B),sms,legitimate,real
"Bonjour, Vous avez gagne un cadeau Apple! Reclamez-le sous 24h: https://192.168.43.12",email,phishing,synthetic
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,sms,legitimate,real
تنبيه: تم تعليق حسابك في Orange. تحقق من هويتك هنا: https://netflix-billing.support/webscr?cmd=login,sms,phishing,synthetic
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",sms,legitimate,real
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sms,legitimate,real
https://secure-orange-fr.com/unlock?id=8821,url,phishing,synthetic
Should I be stalking u?,sms,legitimate,real
Still in the area of the restaurant. Ill try to come back soon,sms,legitimate,real
"Bonjour, Votre carte sera debitee de 89.99 EUR. Annulez ici: https://amaz0n-verify.net",email,phishing,synthetic
2 and half years i missed your friendship:-),sms,legitimate,real
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,sms,phishing,real
Oh god i am happy to see your message after 3 days,sms,legitimate,real
So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,sms,legitimate,real
Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,sms,phishing,real
"Ok, be careful ! Don't text and drive !",sms,legitimate,real
Your Google account is locked. Confirm your identity now: http://apple-id-locked.co,sms,phishing,synthetic
I am in tirupur. call you da.,sms,legitimate,real
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,sms,phishing,real
Fine am simply sitting.,sms,legitimate,real
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",sms,legitimate,real
Dernier avertissement: mettez a jour vos infos La Poste ou perte du compte: http://apple-id-locked.co/account/confirm,sms,phishing,synthetic
Refund of 250 EUR pending from Orange. Claim within 12h: https://netflix-billing.support/secure/update,sms,phishing,synthetic
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sms,legitimate,real
Refund of 250 EUR pending from Chronopost. Claim within 12h: https://laposte-colis.info/login/verify,sms,phishing,synthetic
Security alert: unusual login on your Chronopost account. Reset: https://paypa1-secure.com/webscr?cmd=login,sms,phishing,synthetic
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",sms,phishing,real
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",sms,phishing,real
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",sms,phishing,real
Click to avoid account closure PayPal: http://192.168.43.12,sms,phishing,synthetic
Dernier avertissement: mettez a jour vos infos DHL ou perte du compte: https://laposte-colis.info,sms,phishing,synthetic
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,sms,legitimate,real
Dernier avertissement: mettez a jour vos infos Orange ou perte du compte: http://paypa1-secure.com/secure/update,sms,phishing,synthetic
"Bonjour, Votre colis est bloque. Payez les frais de douane: http://netflix-billing.support",email,phishing,synthetic
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,sms,legitimate,real
"Dear customer, تنبيه: تم تعليق حسابك في CIH Bank. تحقق من هويتك هنا: https://cihbank-login.online",email,phishing,synthetic
Votre colis est bloque. Payez les frais de douane: https://192.168.43.12,sms,phishing,synthetic
"Bonjour, Click to avoid account closure Netflix: http://paypa1-secure.com/account/confirm",email,phishing,synthetic
Have you seen who's back at Holby?!,sms,legitimate,real
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",sms,legitimate,real
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,sms,phishing,real
"Cher client, Your monthly Amazon statement is now available in the app.",email,legitimate,synthetic
تنبيه: تم تعليق حسابك في Microsoft. تحقق من هويتك هنا: https://bit.ly/3xVq9z/login/verify,sms,phishing,synthetic
What year. And how many miles.,sms,legitimate,real
Click to avoid account closure Netflix: https://192.168.43.12/webscr?cmd=login,sms,phishing,synthetic
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,sms,phishing,real
Security alert: unusual login on your Apple account. Reset: http://cihbank-login.online/secure/update,sms,phishing,synthetic
"Goodmorning,my grandfather expired..so am on leave today.",sms,legitimate,real
Yeah whatever lol,sms,legitimate,real
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,sms,phishing,real
"Dear customer, Votre colis est bloque. Payez les frais de douane: http://account-update.xyz/secure/update",email,phishing,synthetic
"Bonjour, تنبيه: تم تعليق حسابك في Netflix. تحقق من هويتك هنا: https://cihbank-login.online",email,phishing,synthetic
Wat's my dear doing? Sleeping ah?,sms,legitimate,real
Refund of 250 EUR pending from Free. Claim within 12h: http://paypa1-secure.com/billing/reactivate,sms,phishing,synthetic
"Dear customer, Votre colis est bloque. Payez les frais de douane: https://laposte-colis.info/webscr?cmd=login",email,phishing,synthetic
Security alert: unusual login on your Attijariwafa account. Reset: https://netflix-billing.support,sms,phishing,synthetic
Vous avez gagne un cadeau Attijariwafa! Reclamez-le sous 24h: https://192.168.43.12/unlock?id=8821,sms,phishing,synthetic
"Cher client, Click to avoid account closure La Poste: https://apple-id-locked.co/secure/update",email,phishing,synthetic
Click to avoid account closure Google: http://amaz0n-verify.net,sms,phishing,synthetic
Lol great now im getting hungry.,sms,legitimate,real
Your Netflix account is locked. Confirm your identity now: http://cihbank-login.online,sms,phishing,synthetic
"Cher client, Dernier avertissement: mettez a jour vos infos Chronopost ou perte du compte: http://amaz0n-verify.net/secure/update",email,phishing,synthetic
"K, wait chikku..il send aftr &lt;#&gt; mins",sms,legitimate,real
"Cher client, Click to avoid account closure BNP: http://secure-orange-fr.com",email,phishing,synthetic
Vous avez gagne un cadeau PayPal! Reclamez-le sous 24h: http://cihbank-login.online,sms,phishing,synthetic
http://account-update.xyz/account/confirm,url,phishing,synthetic
Your La Poste account is locked. Confirm your identity now: http://account-update.xyz/billing/reactivate,sms,phishing,synthetic
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",sms,legitimate,real
Eatin my lunch...,sms,legitimate,real
"Trust me. Even if isn't there, its there.",sms,legitimate,real
Vous avez gagne un cadeau PayPal! Reclamez-le sous 24h: https://amaz0n-verify.net/billing/reactivate,sms,phishing,synthetic
URGENT: votre compte Amazon a ete suspendu. Verifiez ici: http://192.168.43.12/secure/update,sms,phishing,synthetic
Shant disturb u anymore... Jia you...,sms,legitimate,real
"Dear customer, Your CIH Bank account is locked. Confirm your identity now: https://account-update.xyz",email,phishing,synthetic
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",sms,legitimate,real
She told to hr that he want posting in chennai:)because i'm working here:),sms,legitimate,real
True. Its easier with her here.,sms,legitimate,real
Depends on where u going lor.,sms,legitimate,real
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",sms,legitimate,real
Dernier avertissement: mettez a jour vos infos Netflix ou perte du compte: http://netflix-billing.support/login/verify,sms,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Attijariwafa ou perte du compte: http://netflix-billing.support,sms,phishing,synthetic
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,sms,phishing,real
Your Amazon account is locked. Confirm your identity now: http://bit.ly/3xVq9z,sms,phishing,synthetic
"Bonjour, Security alert: unusual login on your Google account. Reset: http://cihbank-login.online/unlock?id=8821",email,phishing,synthetic
Havent.,sms,legitimate,real
Just got outta class gonna go gym.,sms,legitimate,real
Then cant get da laptop? My matric card wif ü lei...,sms,legitimate,real
"Dear customer, Vous avez gagne un cadeau Microsoft! Reclamez-le sous 24h: http://amaz0n-verify.net/billing/reactivate",email,phishing,synthetic
No calls..messages..missed calls,sms,legitimate,real
Not a drop in the tank,sms,legitimate,real
Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,sms,phishing,real
URGENT: votre compte Apple a ete suspendu. Verifiez ici: http://apple-id-locked.co/webscr?cmd=login,sms,phishing,synthetic
"Dear customer, Click to avoid account closure DHL: https://paypa1-secure.com/unlock?id=8821",email,phishing,synthetic
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",sms,legitimate,real
Refund of 250 EUR pending from Free. Claim within 12h: http://amaz0n-verify.net/account/confirm,sms,phishing,synthetic
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",sms,phishing,real
Security alert: unusual login on your Google account. Reset: https://cihbank-login.online/unlock?id=8821,sms,phishing,synthetic
"Cher client, Votre colis est bloque. Payez les frais de douane: https://192.168.43.12",email,phishing,synthetic
Votre colis est bloque. Payez les frais de douane: http://192.168.43.12/login/verify,sms,phishing,synthetic
Thank u!,sms,legitimate,real
Yeah I don't see why not,sms,legitimate,real
"Haha better late than ever, any way I could swing by?",sms,legitimate,real
Our Prashanthettan's mother passed away last night. pray for her and family.,sms,legitimate,real
I will reach office around &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,sms,legitimate,real
Can you say what happen,sms,legitimate,real
Click to avoid account closure Microsoft: http://secure-orange-fr.com/account/confirm,sms,phishing,synthetic
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",sms,legitimate,real
That's a shame! Maybe cld meet for few hrs tomo?,sms,legitimate,real
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,sms,legitimate,real
Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,sms,legitimate,real
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",sms,legitimate,real
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",sms,legitimate,real
"K so am I, how much for an 8th? Fifty?",sms,legitimate,real
"Dear customer, Your Chronopost order has shipped and will arrive Tuesday.",email,legitimate,synthetic
K:)all the best:)congrats...,sms,legitimate,real
Shall i come to get pickle,sms,legitimate,real
Click to avoid account closure Free: http://amaz0n-verify.net/webscr?cmd=login,sms,phishing,synthetic
I'll be at mu in like &lt;#&gt; seconds,sms,legitimate,real
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,sms,phishing,real
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,sms,phishing,real
K I'll call you when I'm close,sms,legitimate,real
Refund of 250 EUR pending from Free. Claim within 12h: https://bit.ly/3xVq9z/secure/update,sms,phishing,synthetic
"Alright omw, gotta change my order to a half8th",sms,legitimate,real
URGENT: votre compte Orange a ete suspendu. Verifiez ici: http://laposte-colis.info,sms,phishing,synthetic
Security alert: unusual login on your BNP account. Reset: https://cihbank-login.online,sms,phishing,synthetic
S:)but he had some luck.2 catches put down:),sms,legitimate,real
if you text on your way to cup stop that should work. And that should be BUS,sms,legitimate,real
Good. No swimsuit allowed :),sms,legitimate,real
Dont talk to him ever ok its my word.,sms,legitimate,real
Your monthly Microsoft statement is now available in the app.,sms,legitimate,synthetic
"Cher client, Your La Poste account is locked. Confirm your identity now: http://apple-id-locked.co",email,phishing,synthetic
"Bonjour, Your La Poste account is locked. Confirm your identity now: https://netflix-billing.support/login/verify",email,phishing,synthetic
"Jus chillaxin, what up",sms,legitimate,real
Lol its ok I didn't remember til last nite,sms,legitimate,real
I want to be inside you every night...,sms,legitimate,real
"Aight, sounds good. When do you want me to come down?",sms,legitimate,real
Did u got that persons story,sms,legitimate,real
It certainly puts things into perspective when something like this happens,sms,legitimate,real
http://paypa1-secure.com,url,phishing,synthetic
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",sms,phishing,real
Your Attijariwafa order has shipped and will arrive Tuesday.,sms,legitimate,synthetic
Die... Now i have e toot fringe again...,sms,legitimate,real
Dernier avertissement: mettez a jour vos infos Free ou perte du compte: http://secure-orange-fr.com/account/confirm,sms,phishing,synthetic
K.then any other special?,sms,legitimate,real
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,sms,phishing,real
Tell me they're female :V how're you throwing in? We're deciding what all to get now,sms,legitimate,real
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",sms,phishing,real
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",sms,phishing,real
URGENT: votre compte Netflix a ete suspendu. Verifiez ici: http://secure-orange-fr.com/unlock?id=8821,sms,phishing,synthetic
URGENT: votre compte Google a ete suspendu. Verifiez ici: http://laposte-colis.info/webscr?cmd=login,sms,phishing,synthetic
You call him and tell now infront of them. Call him now.,sms,legitimate,real
تنبيه: تم تعليق حسابك في Amazon. تحقق من هويتك هنا: http://192.168.43.12/webscr?cmd=login,sms,phishing,synthetic
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,sms,legitimate,real
"Cher client, URGENT: votre compte Amazon a ete suspendu. Verifiez ici: http://bit.ly/3xVq9z",email,phishing,synthetic
You will go to walmart. I.ll stay.,sms,legitimate,real
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",sms,legitimate,real
Refund of 250 EUR pending from Amazon. Claim within 12h: http://192.168.43.12,sms,phishing,synthetic
URGENT: votre compte CIH Bank a ete suspendu. Verifiez ici: https://secure-orange-fr.com/webscr?cmd=login,sms,phishing,synthetic
"Dear customer, Votre colis est bloque. Payez les frais de douane: http://netflix-billing.support/unlock?id=8821",email,phishing,synthetic
Dear reached railway. What happen to you,sms,legitimate,real
Wot about on wed nite I am 3 then but only til 9!,sms,legitimate,real
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",sms,phishing,real
Dernier avertissement: mettez a jour vos infos Microsoft ou perte du compte: https://account-update.xyz,sms,phishing,synthetic
Security alert: unusual login on your DHL account. Reset: https://192.168.43.12/login/verify,sms,phishing,synthetic
"Cher client, تنبيه: تم تعليق حسابك في CIH Bank. تحقق من هويتك هنا: http://paypa1-secure.com/account/confirm",email,phishing,synthetic
Ok not a problem will get them a taxi. C ing tomorrow and tuesday. On tuesday think we r all going to the cinema.,sms,legitimate,real
Vous avez gagne un cadeau Chronopost! Reclamez-le sous 24h: https://192.168.43.12,sms,phishing,synthetic
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",sms,phishing,real
Jus finish watching tv... U?,sms,legitimate,real
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,sms,legitimate,real
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",sms,legitimate,real
"How long before you get reply, just defer admission til next semester",sms,legitimate,real
"Cher client, Security alert: unusual login on your Google account. Reset: http://laposte-colis.info/billing/reactivate",email,phishing,synthetic
Your Microsoft order has shipped and will arrive Tuesday.,sms,legitimate,synthetic
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,sms,legitimate,real
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,sms,legitimate,real
"Sorry, I'll call later In meeting.",sms,legitimate,real
Security alert: unusual login on your Amazon account. Reset: http://amaz0n-verify.net,sms,phishing,synthetic
https://wikipedia.org/,url,legitimate,synthetic
Oh... Okie lor...We go on sat...,sms,legitimate,real
Click to avoid account closure BNP: http://192.168.43.12/webscr?cmd=login,sms,phishing,synthetic
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,sms,legitimate,real
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",sms,phishing,real
"Dear customer, Your Attijariwafa order has shipped and will arrive Tuesday.",email,legitimate,synthetic
I've reached sch already...,sms,legitimate,real
It's ok lar. U sleep early too... Nite...,sms,legitimate,real
Refund of 250 EUR pending from Free. Claim within 12h: https://laposte-colis.info/account/confirm,sms,phishing,synthetic
Vous avez gagne un cadeau La Poste! Reclamez-le sous 24h: https://amaz0n-verify.net,sms,phishing,synthetic
"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",sms,legitimate,real
Come to medical college at 7pm ......forward it da,sms,legitimate,real
"Dear customer, Click to avoid account closure DHL: http://amaz0n-verify.net/login/verify",email,phishing,synthetic
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",sms,legitimate,real
"Bonjour, Votre colis est bloque. Payez les frais de douane: https://netflix-billing.support",email,phishing,synthetic
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,sms,legitimate,real
"Dear customer, Dernier avertissement: mettez a jour vos infos BNP ou perte du compte: https://bit.ly/3xVq9z/account/confirm",email,phishing,synthetic
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,sms,legitimate,real
"Cher client, Refund of 250 EUR pending from Apple. Claim within 12h: http://cihbank-login.online/webscr?cmd=login",email,phishing,synthetic
I dled 3d its very imp,sms,legitimate,real
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",sms,legitimate,real
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,sms,legitimate,real
Vous avez gagne un cadeau Free! Reclamez-le sous 24h: https://apple-id-locked.co/billing/reactivate,sms,phishing,synthetic
Are you going to write ccna exam this week??,sms,legitimate,real
A bloo bloo bloo I'll miss the first bowl,sms,legitimate,real
Are you planning to come chennai?,sms,legitimate,real
Just haven't decided where yet eh ?,sms,legitimate,real
http://amaz0n-verify.net/webscr?cmd=login,url,phishing,synthetic
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,sms,legitimate,real
https://apple.com/account,url,legitimate,synthetic
Have you finished work yet? :),sms,legitimate,real
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),sms,legitimate,real
Refund of 250 EUR pending from PayPal. Claim within 12h: http://cihbank-login.online/secure/update,sms,phishing,synthetic
URGENT: votre compte BNP a ete suspendu. Verifiez ici: http://192.168.43.12,sms,phishing,synthetic
Really good:)dhanush rocks once again:),sms,legitimate,real
Dernier avertissement: mettez a jour vos infos Amazon ou perte du compte: http://laposte-colis.info/webscr?cmd=login,sms,phishing,synthetic
Votre carte sera debitee de 89.99 EUR. Annulez ici: https://apple-id-locked.co/account/confirm,sms,phishing,synthetic
So that takes away some money worries,sms,legitimate,real
University of southern california.,sms,legitimate,real
Vous avez gagne un cadeau Amazon! Reclamez-le sous 24h: http://secure-orange-fr.com/login/verify,sms,phishing,synthetic
I come n pick ü up... Come out immediately aft ur lesson...,sms,legitimate,real
Dai i downloaded but there is only exe file which i can only run that exe after installing.,sms,legitimate,real
URGENT: votre compte Attijariwafa a ete suspendu. Verifiez ici: https://account-update.xyz,sms,phishing,synthetic
Do you know what Mallika Sherawat did yesterday? Find out now @ &lt;URL&gt;,sms,legitimate,real
Security alert: unusual login on your DHL account. Reset: http://paypa1-secure.com/webscr?cmd=login,sms,phishing,synthetic
Refund of 250 EUR pending from PayPal. Claim within 12h: http://apple-id-locked.co/unlock?id=8821,sms,phishing,synthetic
"Cher client, Vous avez gagne un cadeau CIH Bank! Reclamez-le sous 24h: https://paypa1-secure.com/billing/reactivate",email,phishing,synthetic
Anything lor but toa payoh got place 2 walk meh...,sms,legitimate,real
"Garbage bags, eggs, jam, bread, hannaford wheat chex",sms,legitimate,real
تنبيه: تم تعليق حسابك في Amazon. تحقق من هويتك هنا: https://paypa1-secure.com/unlock?id=8821,sms,phishing,synthetic
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,sms,legitimate,real
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,sms,phishing,real
Refund of 250 EUR pending from CIH Bank. Claim within 12h: http://laposte-colis.info/billing/reactivate,sms,phishing,synthetic
Hi. I'm sorry i missed your call. Can you pls call back.,sms,legitimate,real
"Cher client, Click to avoid account closure Netflix: http://192.168.43.12/webscr?cmd=login",email,phishing,synthetic
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",sms,legitimate,real
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",sms,phishing,real
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,sms,legitimate,real
Did u receive my msg?,sms,legitimate,real
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,sms,phishing,real
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,sms,legitimate,real
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",sms,legitimate,real
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,sms,legitimate,real
Vous avez gagne un cadeau Google! Reclamez-le sous 24h: https://192.168.43.12/account/confirm,sms,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Apple ou perte du compte: https://apple-id-locked.co,sms,phishing,synthetic
TELL HER I SAID EAT SHIT.,sms,legitimate,real
You can never do NOTHING,sms,legitimate,real
Xy trying smth now. U eat already? We havent...,sms,legitimate,real
"Cher client, Click to avoid account closure PayPal: http://laposte-colis.info",email,phishing,synthetic
"Dear customer, Your PayPal account is locked. Confirm your identity now: https://amaz0n-verify.net/unlock?id=8821",email,phishing,synthetic
Your PayPal order has shipped and will arrive Tuesday.,sms,legitimate,synthetic
"Cher client, Dernier avertissement: mettez a jour vos infos CIH Bank ou perte du compte: https://192.168.43.12/unlock?id=8821",email,phishing,synthetic
http://192.168.43.12,url,phishing,synthetic
تنبيه: تم تعليق حسابك في DHL. تحقق من هويتك هنا: https://amaz0n-verify.net/webscr?cmd=login,sms,phishing,synthetic
Click to avoid account closure La Poste: https://192.168.43.12/billing/reactivate,sms,phishing,synthetic
Refund of 250 EUR pending from DHL. Claim within 12h: http://192.168.43.12/unlock?id=8821,sms,phishing,synthetic
"Fuuuuck I need to stop sleepin, sup",sms,legitimate,real
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",sms,legitimate,real
There's someone here that has a year &lt;#&gt; toyota camry like mr olayiwola's own. Mileage is &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,sms,legitimate,real
"Bonjour, Refund of 250 EUR pending from Amazon. Claim within 12h: http://netflix-billing.support/webscr?cmd=login",email,phishing,synthetic
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",sms,legitimate,real
https://amaz0n-verify.net/login/verify,url,phishing,synthetic
Rappel: rendez-vous chez le dentiste demain a 10h.,sms,legitimate,synthetic
&lt;#&gt; great loxahatchee xmas tree burning update: you can totally see stars here,sms,legitimate,real
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,sms,legitimate,real
"Bonjour, Your CIH Bank order has shipped and will arrive Tuesday.",email,legitimate,synthetic
